id,warehouse_id,bin_code,description,capacity_units,current_occupancy_units,status,created_at
"45","1","WH-HCM-01-A-R03-02-L1","Row 3, Rack 2, Level 1 (A zone)","20","8","active","2024-01-01 00:00:00"
"46","1","WH-HCM-01-A-R03-02-L2","Row 3, Rack 2, Level 2 (A zone)","20","3","active","2024-01-01 00:00:00"
"47","1","WH-HCM-01-A-R03-02-L3","Row 3, Rack 2, Level 3 (A zone)","20","3","active","2024-01-01 00:00:00"
"48","1","WH-HCM-01-A-R03-02-L4","Row 3, Rack 2, Level 4 (A zone)","20","13","active","2024-01-01 00:00:00"
"49","1","WH-HCM-01-A-R03-03-L1","Row 3, Rack 3, Level 1 (A zone)","20","0","active","2024-01-01 00:00:00"
"50","1","WH-HCM-01-A-R03-03-L2","Row 3, Rack 3, Level 2 (A zone)","20","3","active","2024-01-01 00:00:00"
"51","1","WH-HCM-01-A-R03-03-L3","Row 3, Rack 3, Level 3 (A zone)","20","1","active","2024-01-01 00:00:00"
"52","1","WH-HCM-01-A-R03-03-L4","Row 3, Rack 3, Level 4 (A zone)","20","10","active","2024-01-01 00:00:00"
"53","1","WH-HCM-01-A-R03-04-L1","Row 3, Rack 4, Level 1 (A zone)","20","12","active","2024-01-01 00:00:00"
"54","1","WH-HCM-01-A-R03-04-L2","Row 3, Rack 4, Level 2 (A zone)","20","6","active","2024-01-01 00:00:00"
"55","1","WH-HCM-01-A-R03-04-L3","Row 3, Rack 4, Level 3 (A zone)","20","6","active","2024-01-01 00:00:00"
"56","1","WH-HCM-01-A-R03-04-L4","Row 3, Rack 4, Level 4 (A zone)","20","14","active","2024-01-01 00:00:00"
"57","1","WH-HCM-01-A-R03-05-L1","Row 3, Rack 5, Level 1 (A zone)","20","12","active","2024-01-01 00:00:00"
"58","1","WH-HCM-01-A-R03-05-L2","Row 3, Rack 5, Level 2 (A zone)","20","5","active","2024-01-01 00:00:00"
"59","1","WH-HCM-01-A-R03-05-L3","Row 3, Rack 5, Level 3 (A zone)","20","3","active","2024-01-01 00:00:00"
"60","1","WH-HCM-01-A-R03-05-L4","Row 3, Rack 5, Level 4 (A zone)","20","15","active","2024-01-01 00:00:00"
"61","1","WH-HCM-01-B-R04-01-L1","Row 4, Rack 1, Level 1 (B zone)","50","16","active","2024-01-01 00:00:00"
"62","1","WH-HCM-01-B-R04-01-L2","Row 4, Rack 1, Level 2 (B zone)","50","16","active","2024-01-01 00:00:00"
"63","1","WH-HCM-01-B-R04-01-L3","Row 4, Rack 1, Level 3 (B zone)","50","38","active","2024-01-01 00:00:00"
"64","1","WH-HCM-01-B-R04-01-L4","Row 4, Rack 1, Level 4 (B zone)","50","20","active","2024-01-01 00:00:00"
"65","1","WH-HCM-01-B-R04-02-L1","Row 4, Rack 2, Level 1 (B zone)","50","30","active","2024-01-01 00:00:00"
"66","1","WH-HCM-01-B-R04-02-L2","Row 4, Rack 2, Level 2 (B zone)","50","16","active","2024-01-01 00:00:00"
"67","1","WH-HCM-01-B-R04-02-L3","Row 4, Rack 2, Level 3 (B zone)","50","13","active","2024-01-01 00:00:00"
"68","1","WH-HCM-01-B-R04-02-L4","Row 4, Rack 2, Level 4 (B zone)","50","34","active","2024-01-01 00:00:00"
"69","1","WH-HCM-01-B-R04-03-L1","Row 4, Rack 3, Level 1 (B zone)","50","4","active","2024-01-01 00:00:00"
"70","1","WH-HCM-01-B-R04-03-L2","Row 4, Rack 3, Level 2 (B zone)","50","37","active","2024-01-01 00:00:00"
"71","1","WH-HCM-01-B-R04-03-L3","Row 4, Rack 3, Level 3 (B zone)","50","24","active","2024-01-01 00:00:00"
"72","1","WH-HCM-01-B-R04-03-L4","Row 4, Rack 3, Level 4 (B zone)","50","1","active","2024-01-01 00:00:00"
"73","1","WH-HCM-01-B-R04-04-L1","Row 4, Rack 4, Level 1 (B zone)","50","8","active","2024-01-01 00:00:00"
"74","1","WH-HCM-01-B-R04-04-L2","Row 4, Rack 4, Level 2 (B zone)","50","2","active","2024-01-01 00:00:00"
"75","1","WH-HCM-01-B-R04-04-L3","Row 4, Rack 4, Level 3 (B zone)","50","5","active","2024-01-01 00:00:00"
"76","1","WH-HCM-01-B-R04-04-L4","Row 4, Rack 4, Level 4 (B zone)","50","14","active","2024-01-01 00:00:00"
"77","1","WH-HCM-01-B-R04-05-L1","Row 4, Rack 5, Level 1 (B zone)","50","16","active","2024-01-01 00:00:00"
"78","1","WH-HCM-01-B-R04-05-L2","Row 4, Rack 5, Level 2 (B zone)","50","40","active","2024-01-01 00:00:00"
"79","1","WH-HCM-01-B-R04-05-L3","Row 4, Rack 5, Level 3 (B zone)","50","4","active","2024-01-01 00:00:00"
"80","1","WH-HCM-01-B-R04-05-L4","Row 4, Rack 5, Level 4 (B zone)","50","29","active","2024-01-01 00:00:00"
"81","1","WH-HCM-01-B-R05-01-L1","Row 5, Rack 1, Level 1 (B zone)","50","3","active","2024-01-01 00:00:00"
"82","1","WH-HCM-01-B-R05-01-L2","Row 5, Rack 1, Level 2 (B zone)","50","36","active","2024-01-01 00:00:00"
"83","1","WH-HCM-01-B-R05-01-L3","Row 5, Rack 1, Level 3 (B zone)","50","13","active","2024-01-01 00:00:00"
"84","1","WH-HCM-01-B-R05-01-L4","Row 5, Rack 1, Level 4 (B zone)","50","12","active","2024-01-01 00:00:00"
"85","1","WH-HCM-01-B-R05-02-L1","Row 5, Rack 2, Level 1 (B zone)","50","20","active","2024-01-01 00:00:00"
"86","1","WH-HCM-01-B-R05-02-L2","Row 5, Rack 2, Level 2 (B zone)","50","15","active","2024-01-01 00:00:00"
"87","1","WH-HCM-01-B-R05-02-L3","Row 5, Rack 2, Level 3 (B zone)","50","32","active","2024-01-01 00:00:00"
"88","1","WH-HCM-01-B-R05-02-L4","Row 5, Rack 2, Level 4 (B zone)","50","40","active","2024-01-01 00:00:00"
"89","1","WH-HCM-01-B-R05-03-L1","Row 5, Rack 3, Level 1 (B zone)","50","16","active","2024-01-01 00:00:00"
"90","1","WH-HCM-01-B-R05-03-L2","Row 5, Rack 3, Level 2 (B zone)","50","29","active","2024-01-01 00:00:00"
"91","1","WH-HCM-01-B-R05-03-L3","Row 5, Rack 3, Level 3 (B zone)","50","22","active","2024-01-01 00:00:00"
"92","1","WH-HCM-01-B-R05-03-L4","Row 5, Rack 3, Level 4 (B zone)","50","23","active","2024-01-01 00:00:00"
"93","1","WH-HCM-01-B-R05-04-L1","Row 5, Rack 4, Level 1 (B zone)","50","40","active","2024-01-01 00:00:00"
"94","1","WH-HCM-01-B-R05-04-L2","Row 5, Rack 4, Level 2 (B zone)","50","12","active","2024-01-01 00:00:00"
"95","1","WH-HCM-01-B-R05-04-L3","Row 5, Rack 4, Level 3 (B zone)","50","22","active","2024-01-01 00:00:00"
"96","1","WH-HCM-01-B-R05-04-L4","Row 5, Rack 4, Level 4 (B zone)","50","32","active","2024-01-01 00:00:00"
"97","1","WH-HCM-01-B-R05-05-L1","Row 5, Rack 5, Level 1 (B zone)","50","27","active","2024-01-01 00:00:00"
"98","1","WH-HCM-01-B-R05-05-L2","Row 5, Rack 5, Level 2 (B zone)","50","3","active","2024-01-01 00:00:00"
"99","1","WH-HCM-01-B-R05-05-L3","Row 5, Rack 5, Level 3 (B zone)","50","15","active","2024-01-01 00:00:00"
"100","1","WH-HCM-01-B-R05-05-L4","Row 5, Rack 5, Level 4 (B zone)","50","3","active","2024-01-01 00:00:00"
"101","1","WH-HCM-01-B-R06-01-L1","Row 6, Rack 1, Level 1 (B zone)","50","23","active","2024-01-01 00:00:00"
"102","1","WH-HCM-01-B-R06-01-L2","Row 6, Rack 1, Level 2 (B zone)","50","5","active","2024-01-01 00:00:00"
"103","1","WH-HCM-01-B-R06-01-L3","Row 6, Rack 1, Level 3 (B zone)","50","6","active","2024-01-01 00:00:00"
"104","1","WH-HCM-01-B-R06-01-L4","Row 6, Rack 1, Level 4 (B zone)","50","35","active","2024-01-01 00:00:00"
"105","1","WH-HCM-01-B-R06-02-L1","Row 6, Rack 2, Level 1 (B zone)","50","27","active","2024-01-01 00:00:00"
"106","1","WH-HCM-01-B-R06-02-L2","Row 6, Rack 2, Level 2 (B zone)","50","35","active","2024-01-01 00:00:00"
"107","1","WH-HCM-01-B-R06-02-L3","Row 6, Rack 2, Level 3 (B zone)","50","11","active","2024-01-01 00:00:00"
"108","1","WH-HCM-01-B-R06-02-L4","Row 6, Rack 2, Level 4 (B zone)","50","22","active","2024-01-01 00:00:00"
"109","1","WH-HCM-01-B-R06-03-L1","Row 6, Rack 3, Level 1 (B zone)","50","37","active","2024-01-01 00:00:00"
"110","1","WH-HCM-01-B-R06-03-L2","Row 6, Rack 3, Level 2 (B zone)","50","16","active","2024-01-01 00:00:00"
"111","1","WH-HCM-01-B-R06-03-L3","Row 6, Rack 3, Level 3 (B zone)","50","16","active","2024-01-01 00:00:00"
"112","1","WH-HCM-01-B-R06-03-L4","Row 6, Rack 3, Level 4 (B zone)","50","1","active","2024-01-01 00:00:00"
"113","1","WH-HCM-01-B-R06-04-L1","Row 6, Rack 4, Level 1 (B zone)","50","38","active","2024-01-01 00:00:00"
"114","1","WH-HCM-01-B-R06-04-L2","Row 6, Rack 4, Level 2 (B zone)","50","38","active","2024-01-01 00:00:00"
"115","1","WH-HCM-01-B-R06-04-L3","Row 6, Rack 4, Level 3 (B zone)","50","23","active","2024-01-01 00:00:00"
"116","1","WH-HCM-01-B-R06-04-L4","Row 6, Rack 4, Level 4 (B zone)","50","11","active","2024-01-01 00:00:00"
"117","1","WH-HCM-01-B-R06-05-L1","Row 6, Rack 5, Level 1 (B zone)","50","10","active","2024-01-01 00:00:00"
"118","1","WH-HCM-01-B-R06-05-L2","Row 6, Rack 5, Level 2 (B zone)","50","35","active","2024-01-01 00:00:00"
"119","1","WH-HCM-01-B-R06-05-L3","Row 6, Rack 5, Level 3 (B zone)","50","17","active","2024-01-01 00:00:00"
"120","1","WH-HCM-01-B-R06-05-L4","Row 6, Rack 5, Level 4 (B zone)","50","3","active","2024-01-01 00:00:00"
"121","1","WH-HCM-01-C-R07-01-L1","Row 7, Rack 1, Level 1 (C zone)","50","7","active","2024-01-01 00:00:00"
"122","1","WH-HCM-01-C-R07-01-L2","Row 7, Rack 1, Level 2 (C zone)","50","17","active","2024-01-01 00:00:00"
"123","1","WH-HCM-01-C-R07-01-L3","Row 7, Rack 1, Level 3 (C zone)","50","24","active","2024-01-01 00:00:00"
"124","1","WH-HCM-01-C-R07-01-L4","Row 7, Rack 1, Level 4 (C zone)","50","24","active","2024-01-01 00:00:00"
"125","1","WH-HCM-01-C-R07-02-L1","Row 7, Rack 2, Level 1 (C zone)","50","10","active","2024-01-01 00:00:00"
"126","1","WH-HCM-01-C-R07-02-L2","Row 7, Rack 2, Level 2 (C zone)","50","38","active","2024-01-01 00:00:00"
"127","1","WH-HCM-01-C-R07-02-L3","Row 7, Rack 2, Level 3 (C zone)","50","14","active","2024-01-01 00:00:00"
"128","1","WH-HCM-01-C-R07-02-L4","Row 7, Rack 2, Level 4 (C zone)","50","5","active","2024-01-01 00:00:00"
"129","1","WH-HCM-01-C-R07-03-L1","Row 7, Rack 3, Level 1 (C zone)","50","19","active","2024-01-01 00:00:00"
"130","1","WH-HCM-01-C-R07-03-L2","Row 7, Rack 3, Level 2 (C zone)","50","14","active","2024-01-01 00:00:00"
"131","1","WH-HCM-01-C-R07-03-L3","Row 7, Rack 3, Level 3 (C zone)","50","23","active","2024-01-01 00:00:00"
"132","1","WH-HCM-01-C-R07-03-L4","Row 7, Rack 3, Level 4 (C zone)","50","28","active","2024-01-01 00:00:00"
"133","1","WH-HCM-01-C-R07-04-L1","Row 7, Rack 4, Level 1 (C zone)","50","10","active","2024-01-01 00:00:00"
"134","1","WH-HCM-01-C-R07-04-L2","Row 7, Rack 4, Level 2 (C zone)","50","17","active","2024-01-01 00:00:00"
"135","1","WH-HCM-01-C-R07-04-L3","Row 7, Rack 4, Level 3 (C zone)","50","15","active","2024-01-01 00:00:00"
"136","1","WH-HCM-01-C-R07-04-L4","Row 7, Rack 4, Level 4 (C zone)","50","23","active","2024-01-01 00:00:00"
"137","1","WH-HCM-01-C-R07-05-L1","Row 7, Rack 5, Level 1 (C zone)","50","28","active","2024-01-01 00:00:00"
"138","1","WH-HCM-01-C-R07-05-L2","Row 7, Rack 5, Level 2 (C zone)","50","11","active","2024-01-01 00:00:00"
"139","1","WH-HCM-01-C-R07-05-L3","Row 7, Rack 5, Level 3 (C zone)","50","23","active","2024-01-01 00:00:00"
"140","1","WH-HCM-01-C-R07-05-L4","Row 7, Rack 5, Level 4 (C zone)","50","16","active","2024-01-01 00:00:00"
"141","1","WH-HCM-01-C-R08-01-L1","Row 8, Rack 1, Level 1 (C zone)","50","14","active","2024-01-01 00:00:00"
"142","1","WH-HCM-01-C-R08-01-L2","Row 8, Rack 1, Level 2 (C zone)","50","12","active","2024-01-01 00:00:00"
"143","1","WH-HCM-01-C-R08-01-L3","Row 8, Rack 1, Level 3 (C zone)","50","9","active","2024-01-01 00:00:00"
"144","1","WH-HCM-01-C-R08-01-L4","Row 8, Rack 1, Level 4 (C zone)","50","16","active","2024-01-01 00:00:00"
"145","1","WH-HCM-01-C-R08-02-L1","Row 8, Rack 2, Level 1 (C zone)","50","12","active","2024-01-01 00:00:00"
"146","1","WH-HCM-01-C-R08-02-L2","Row 8, Rack 2, Level 2 (C zone)","50","4","active","2024-01-01 00:00:00"
"147","1","WH-HCM-01-C-R08-02-L3","Row 8, Rack 2, Level 3 (C zone)","50","10","active","2024-01-01 00:00:00"
"148","1","WH-HCM-01-C-R08-02-L4","Row 8, Rack 2, Level 4 (C zone)","50","23","active","2024-01-01 00:00:00"
"149","1","WH-HCM-01-C-R08-03-L1","Row 8, Rack 3, Level 1 (C zone)","50","7","active","2024-01-01 00:00:00"
"150","1","WH-HCM-01-C-R08-03-L2","Row 8, Rack 3, Level 2 (C zone)","50","4","active","2024-01-01 00:00:00"
"151","1","WH-HCM-01-C-R08-03-L3","Row 8, Rack 3, Level 3 (C zone)","50","12","active","2024-01-01 00:00:00"
"152","1","WH-HCM-01-C-R08-03-L4","Row 8, Rack 3, Level 4 (C zone)","50","23","active","2024-01-01 00:00:00"
"153","1","WH-HCM-01-C-R08-04-L1","Row 8, Rack 4, Level 1 (C zone)","50","39","active","2024-01-01 00:00:00"
"154","1","WH-HCM-01-C-R08-04-L2","Row 8, Rack 4, Level 2 (C zone)","50","23","active","2024-01-01 00:00:00"
"155","1","WH-HCM-01-C-R08-04-L3","Row 8, Rack 4, Level 3 (C zone)","50","38","active","2024-01-01 00:00:00"
"156","1","WH-HCM-01-C-R08-04-L4","Row 8, Rack 4, Level 4 (C zone)","50","29","active","2024-01-01 00:00:00"
"157","1","WH-HCM-01-C-R08-05-L1","Row 8, Rack 5, Level 1 (C zone)","50","20","active","2024-01-01 00:00:00"
"158","1","WH-HCM-01-C-R08-05-L2","Row 8, Rack 5, Level 2 (C zone)","50","14","active","2024-01-01 00:00:00"
"159","1","WH-HCM-01-C-R08-05-L3","Row 8, Rack 5, Level 3 (C zone)","50","12","active","2024-01-01 00:00:00"
"160","1","WH-HCM-01-C-R08-05-L4","Row 8, Rack 5, Level 4 (C zone)","50","26","active","2024-01-01 00:00:00"
"161","1","WH-HCM-01-D-R09-01-L1","Row 9, Rack 1, Level 1 (D zone)","100","49","active","2024-01-01 00:00:00"
"162","1","WH-HCM-01-D-R09-01-L2","Row 9, Rack 1, Level 2 (D zone)","100","71","active","2024-01-01 00:00:00"
"163","1","WH-HCM-01-D-R09-01-L3","Row 9, Rack 1, Level 3 (D zone)","100","21","active","2024-01-01 00:00:00"
"164","1","WH-HCM-01-D-R09-01-L4","Row 9, Rack 1, Level 4 (D zone)","100","72","active","2024-01-01 00:00:00"
"165","1","WH-HCM-01-D-R09-02-L1","Row 9, Rack 2, Level 1 (D zone)","100","43","active","2024-01-01 00:00:00"
"166","1","WH-HCM-01-D-R09-02-L2","Row 9, Rack 2, Level 2 (D zone)","100","44","active","2024-01-01 00:00:00"
"167","1","WH-HCM-01-D-R09-02-L3","Row 9, Rack 2, Level 3 (D zone)","100","50","active","2024-01-01 00:00:00"
"168","1","WH-HCM-01-D-R09-02-L4","Row 9, Rack 2, Level 4 (D zone)","100","78","active","2024-01-01 00:00:00"
"169","1","WH-HCM-01-D-R09-03-L1","Row 9, Rack 3, Level 1 (D zone)","100","64","active","2024-01-01 00:00:00"
"170","1","WH-HCM-01-D-R09-03-L2","Row 9, Rack 3, Level 2 (D zone)","100","79","active","2024-01-01 00:00:00"
"171","1","WH-HCM-01-D-R09-03-L3","Row 9, Rack 3, Level 3 (D zone)","100","3","active","2024-01-01 00:00:00"
"172","1","WH-HCM-01-D-R09-03-L4","Row 9, Rack 3, Level 4 (D zone)","100","4","active","2024-01-01 00:00:00"
"173","1","WH-HCM-01-D-R09-04-L1","Row 9, Rack 4, Level 1 (D zone)","100","25","active","2024-01-01 00:00:00"
"174","1","WH-HCM-01-D-R09-04-L2","Row 9, Rack 4, Level 2 (D zone)","100","0","active","2024-01-01 00:00:00"
"175","1","WH-HCM-01-D-R09-04-L3","Row 9, Rack 4, Level 3 (D zone)","100","12","active","2024-01-01 00:00:00"
"176","1","WH-HCM-01-D-R09-04-L4","Row 9, Rack 4, Level 4 (D zone)","100","5","active","2024-01-01 00:00:00"
"177","1","WH-HCM-01-D-R09-05-L1","Row 9, Rack 5, Level 1 (D zone)","100","33","active","2024-01-01 00:00:00"
"178","1","WH-HCM-01-D-R09-05-L2","Row 9, Rack 5, Level 2 (D zone)","100","70","active","2024-01-01 00:00:00"
"179","1","WH-HCM-01-D-R09-05-L3","Row 9, Rack 5, Level 3 (D zone)","100","4","active","2024-01-01 00:00:00"
"180","1","WH-HCM-01-D-R09-05-L4","Row 9, Rack 5, Level 4 (D zone)","100","11","active","2024-01-01 00:00:00"
"181","1","WH-HCM-01-D-R10-01-L1","Row 10, Rack 1, Level 1 (D zone)","100","20","active","2024-01-01 00:00:00"
"182","1","WH-HCM-01-D-R10-01-L2","Row 10, Rack 1, Level 2 (D zone)","100","73","active","2024-01-01 00:00:00"
"183","1","WH-HCM-01-D-R10-01-L3","Row 10, Rack 1, Level 3 (D zone)","100","0","active","2024-01-01 00:00:00"
"184","1","WH-HCM-01-D-R10-01-L4","Row 10, Rack 1, Level 4 (D zone)","100","77","active","2024-01-01 00:00:00"
"185","1","WH-HCM-01-D-R10-02-L1","Row 10, Rack 2, Level 1 (D zone)","100","71","active","2024-01-01 00:00:00"
"186","1","WH-HCM-01-D-R10-02-L2","Row 10, Rack 2, Level 2 (D zone)","100","44","active","2024-01-01 00:00:00"
"187","1","WH-HCM-01-D-R10-02-L3","Row 10, Rack 2, Level 3 (D zone)","100","35","active","2024-01-01 00:00:00"
"188","1","WH-HCM-01-D-R10-02-L4","Row 10, Rack 2, Level 4 (D zone)","100","39","active","2024-01-01 00:00:00"
"189","1","WH-HCM-01-D-R10-03-L1","Row 10, Rack 3, Level 1 (D zone)","100","69","active","2024-01-01 00:00:00"
"190","1","WH-HCM-01-D-R10-03-L2","Row 10, Rack 3, Level 2 (D zone)","100","35","active","2024-01-01 00:00:00"
"191","1","WH-HCM-01-D-R10-03-L3","Row 10, Rack 3, Level 3 (D zone)","100","48","active","2024-01-01 00:00:00"
"192","1","WH-HCM-01-D-R10-03-L4","Row 10, Rack 3, Level 4 (D zone)","100","53","active","2024-01-01 00:00:00"
"193","1","WH-HCM-01-D-R10-04-L1","Row 10, Rack 4, Level 1 (D zone)","100","45","active","2024-01-01 00:00:00"
"194","1","WH-HCM-01-D-R10-04-L2","Row 10, Rack 4, Level 2 (D zone)","100","30","active","2024-01-01 00:00:00"
"195","1","WH-HCM-01-D-R10-04-L3","Row 10, Rack 4, Level 3 (D zone)","100","8","active","2024-01-01 00:00:00"
"196","1","WH-HCM-01-D-R10-04-L4","Row 10, Rack 4, Level 4 (D zone)","100","62","active","2024-01-01 00:00:00"
"197","1","WH-HCM-01-D-R10-05-L1","Row 10, Rack 5, Level 1 (D zone)","100","64","active","2024-01-01 00:00:00"
"198","1","WH-HCM-01-D-R10-05-L2","Row 10, Rack 5, Level 2 (D zone)","100","33","active","2024-01-01 00:00:00"
"199","1","WH-HCM-01-D-R10-05-L3","Row 10, Rack 5, Level 3 (D zone)","100","37","active","2024-01-01 00:00:00"
"200","1","WH-HCM-01-D-R10-05-L4","Row 10, Rack 5, Level 4 (D zone)","100","33","active","2024-01-01 00:00:00"
"201","2","WH-HN-01-A-R01-01-L1","Row 1, Rack 1, Level 1 (A zone)","20","6","active","2024-01-01 00:00:00"
"202","2","WH-HN-01-A-R01-01-L2","Row 1, Rack 1, Level 2 (A zone)","20","2","active","2024-01-01 00:00:00"
"203","2","WH-HN-01-A-R01-01-L3","Row 1, Rack 1, Level 3 (A zone)","20","13","active","2024-01-01 00:00:00"
"204","2","WH-HN-01-A-R01-01-L4","Row 1, Rack 1, Level 4 (A zone)","20","6","active","2024-01-01 00:00:00"
"205","2","WH-HN-01-A-R01-02-L1","Row 1, Rack 2, Level 1 (A zone)","20","4","active","2024-01-01 00:00:00"
"206","2","WH-HN-01-A-R01-02-L2","Row 1, Rack 2, Level 2 (A zone)","20","12","active","2024-01-01 00:00:00"
"207","2","WH-HN-01-A-R01-02-L3","Row 1, Rack 2, Level 3 (A zone)","20","6","active","2024-01-01 00:00:00"
"208","2","WH-HN-01-A-R01-02-L4","Row 1, Rack 2, Level 4 (A zone)","20","0","active","2024-01-01 00:00:00"
"209","2","WH-HN-01-A-R01-03-L1","Row 1, Rack 3, Level 1 (A zone)","20","7","active","2024-01-01 00:00:00"
"210","2","WH-HN-01-A-R01-03-L2","Row 1, Rack 3, Level 2 (A zone)","20","14","active","2024-01-01 00:00:00"
"211","2","WH-HN-01-A-R01-03-L3","Row 1, Rack 3, Level 3 (A zone)","20","13","active","2024-01-01 00:00:00"
